,Title,image,MRP
41,"Gillette Fusion Hydragel  Pure & Sensitive Pre Shave Gel, 195g (200 ml)","['https://m.media-amazon.com/images/I/81BwYnw+2tL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/81BwYnw+2tL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81BwYnw+2tL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81BwYnw+2tL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81BwYnw+2tL._AC_UL960_QL65_.jpg']",375
42,Gillette Mach 3 Manual Shaving Razor Blades - 4 Cartridges,"['https://m.media-amazon.com/images/I/8157yfjahCL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/8157yfjahCL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/8157yfjahCL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/8157yfjahCL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/8157yfjahCL._AC_UL960_QL65_.jpg']",419
43,Gillette Series Sensitive Skin After Shave Gel 75 ml with Free Ayur Soap,"['https://m.media-amazon.com/images/I/61SO65hSIJL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/61SO65hSIJL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61SO65hSIJL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61SO65hSIJL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61SO65hSIJL._AC_UL960_QL65_.jpg']",630
44,"Gillette GLT Cool Wave Anti-Perspirant/Deodorant Stick, 70 ml","['https://m.media-amazon.com/images/I/41KRI3ld4-L._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/41KRI3ld4-L._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/41KRI3ld4-L._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/41KRI3ld4-L._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/41KRI3ld4-L._AC_UL960_QL65_.jpg']",530
45,Gillette Series Shave Gel - Moisturizing With Vitamin E (60g) (pack of 2),"['https://m.media-amazon.com/images/I/41jLDpaCEIL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/41jLDpaCEIL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/41jLDpaCEIL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/41jLDpaCEIL._AC_UL800_QL65_.jpg']",170
46,Gillette Endurance Arctic Ice Clear Gel Deo Stick-3.08 Oz,"['https://m.media-amazon.com/images/I/71kmo7qd3lL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/71kmo7qd3lL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71kmo7qd3lL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71kmo7qd3lL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/71kmo7qd3lL._AC_UL960_QL65_.jpg']",590
47,Gillette Cool Wave Clear Gel Anti-Perspirant / Deodorant (107g),"['https://m.media-amazon.com/images/I/61uo-Q9VXqL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/61uo-Q9VXqL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61uo-Q9VXqL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61uo-Q9VXqL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/61uo-Q9VXqL._AC_UL960_QL65_.jpg']",871
48,Gillette Mach3 Complete Defence Sensitive Shave Gel - 195 g,"['https://m.media-amazon.com/images/I/7163WLdVc5L._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/7163WLdVc5L._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/7163WLdVc5L._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/7163WLdVc5L._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/7163WLdVc5L._AC_UL960_QL65_.jpg']",280
49,Gillette Skinguard Razor & Manual Shaving Razor Blades- pack of 4 cartridges,"['https://m.media-amazon.com/images/I/81h8CRZfHLL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/81h8CRZfHLL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81h8CRZfHLL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81h8CRZfHLL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81h8CRZfHLL._AC_UL960_QL65_.jpg']",980
50,Gillette Fusion Power shaving Razor,"['https://m.media-amazon.com/images/I/81OGyicpLnL._AC_UL320_.jpg', '', 'https://m.media-amazon.com/images/I/81OGyicpLnL._AC_UL480_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81OGyicpLnL._AC_UL640_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81OGyicpLnL._AC_UL800_QL65_.jpg', '', 'https://m.media-amazon.com/images/I/81OGyicpLnL._AC_UL960_QL65_.jpg']",435
